"","track_name.x","uri","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","time_signature","duration_ms","popularity"
"43240","Fim de Semana","4LY4f7BbTxZOcwMJeZ6bOk",0.826,0.661,0,-10.339,1,0.113,0.175,0.00244,0.0839,0.974,150.159,4,158500,10
"43242","A Morte do Autotune","4MF0VMffyxHsy3GZwwUnAs",0.615,0.529,11,-9.255,0,0.262,0.363,0,0.266,0.35,151.786,4,216711,67
"43336","Te Amo Sem Compromisso","4mkagJJ8AM1hzeyrgAJc3x",0.94,0.711,3,-3.975,1,0.191,0.00369,0.000117,0.0765,0.693,130,4,132923,65
"43461","ME! (feat. Brendon Urie of Panic! At The Disco)","4MsUsFfWseB9M2plGJyuIw",0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,4,193040,25
"43489","Espelho Meu - Ao Vivo","4mtHXZBOBMrZSI6jp3X9WJ",0.521,0.918,6,-3.414,0,0.0867,0.203,0,0.579,0.683,185.995,4,161152,58
"43823","Refém","4muZ1PUxmss4cVmYnpLrvs",0.653,0.542,3,-6.292,1,0.0358,0.691,0,0.0923,0.837,147.88,4,223547,67
"43860","Online","4NLfKIsRhP1cve1kcrYg40",0.576,0.857,2,-2.57,1,0.0828,0.343,0,0.171,0.772,155.092,4,164053,65
"43952","Small Talk","4NmE2ytXI8S2svTRSmEdpO",0.846,0.631,5,-5.547,1,0.1,0.203,0,0.455,0.602,115.999,4,161963,75
"43958","Ocean","4nraNqonMyfc0U3o8VeXVu",0.655,0.684,0,-5.18,1,0.0269,0.197,0.0036,0.278,0.27,110.037,4,174002,67
"44134","Poesia Acústica #4: Todo Mundo Odeia Acústico","4nwQ1SG9CsAl4XoKuScF0r",0.707,0.622,0,-9.639,0,0.275,0.199,0,0.121,0.694,131.988,4,505483,63
"44135","bury a friend","4NzMOnvSJVNKF7nw5NkXIP",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4,193143,17
"44177","Old Town Road (feat. Billy Ray Cyrus) - Remix","4O4HtthxTvVL1Z1PuDb7GX",0.878,0.619,6,-5.56,1,0.102,0.0533,0,0.113,0.639,136.041,4,157067,15
"44180","Me Negaram Amor","4oH03lpFiysmcWex1AyddD",0.517,0.46,8,-11.733,0,0.328,0.689,0,0.0717,0.534,95.012,4,288000,65
"44323","quem vai dizer tchau","4oOmRoG2lWjv6COrTT8Z28",0.646,0.372,5,-9.889,1,0.0272,0.559,0.000493,0.199,0.35,129.012,4,198221,54
"44324","Nem Tchum - Ao Vivo","4oRI9c4EmcKo9kbgVM8zWP",0.481,0.502,5,-6.259,1,0.12,0.866,0,0.975,0.489,139.235,4,202475,64
"44453","Detesto Despedidas","4ow47hEGWz7eKykRH3npQP",0.801,0.663,6,-9.307,1,0.108,0.0856,8.55e-06,0.117,0.638,94.053,4,174721,59
"44461","We Will Rock You - Remastered","4pbJqGIASGPr0ZpGpnWkDn",0.692,0.497,2,-7.316,1,0.119,0.676,0,0.259,0.475,81.308,4,122067,78
"44462","A Fila Anda - Ao Vivo","4pl0csAczZemDLdyNYOmxT",0.751,0.697,0,-8.012,1,0.0581,0.223,0,0.924,0.555,141.427,4,177805,69
"44473","Saudade em Gotas (feat. Wesley Safadão) - Ao Vivo","4pnlRYoaaGu24SuC3et5Pv",0.716,0.828,11,-4.375,1,0.0727,0.16,0,0.686,0.806,124.895,4,190950,69
"44610","Orgulho e Desgosto - Ao Vivo","4PPDQXJyssNjkH80bSDmsE",0.846,0.851,1,-2.616,1,0.0371,0.653,0,0.564,0.749,112.025,4,181451,0
"44612","NADA FÁCIL","4pq5g8DHg6lX7gDqu4OGlg",0.615,0.699,4,-5.5,0,0.063,0.688,0,0.142,0.464,167.993,4,198847,65
"44623","Kill This Love","4pUCKHjJ4Ijewc37rRrvHn",0.738,0.861,2,-4.141,1,0.237,0.32,0.00175,0.325,0.58,131.974,4,189052,55
"44715","xanny","4QIo4oxwzzafcBWkKjDpXY",0.521,0.125,9,-17.832,1,0.239,0.751,0.00207,0.265,0.0528,111.554,4,243725,81
"44720","A Possibilidade","4qUrEX5wbzDd0g1429NKne",0.647,0.52,1,-15.583,1,0.089,0.534,0.372,0.0983,0.788,171.886,4,228156,12
"44724","How to disappear","4qUtC2BwFC154Ha8YQRrkk",0.326,0.303,9,-11.802,1,0.047,0.565,0.000655,0.161,0.0677,78.888,3,228071,67
"44725","Sou Favela","4r0K5FOCCyuAEb6BsR2ziw",0.593,0.545,7,-6.405,0,0.0995,0.478,0,0.0879,0.413,150.048,4,209952,53
"44728","Medicina","4R5xvs5X0phd0EYWyGigju",0.798,0.784,4,-3.545,0,0.0667,0.0441,0.0129,0.149,0.653,93.96,4,141508,63
"44798","Contatinho - Ao Vivo Em São Paulo / 2019","4RC2nzqaQygxoVQOVv3XlT",0.787,0.934,10,-5.136,0,0.0773,0.223,1.87e-05,0.951,0.813,152.018,4,173230,78
"44915","Dás Arábia, Pt. 2","4rmLkydzgiALPSBQs3veCR",0.762,0.795,10,-5.977,0,0.274,0.395,2.03e-06,0.1,0.737,96.04,4,258961,57
"44918","Hoje Eu Beberei - Felipe Araújo In Brasília / Ao Vivo","4rnI4obabjGCPI2CCCs5VR",0.709,0.905,2,-2.91,1,0.0461,0.353,0,0.955,0.808,125.013,4,149696,72
"44990","Tbt - Ao Vivo","4RREQkD5lRqgDvhsQ643i7",0.709,0.784,0,-5.204,1,0.0526,0.699,0,0.719,0.737,132.089,4,155493,0
"44998","Pesquisa no Google (feat. Henrique & Diego) - Ao Vivo","4Rxb7NsUhNRr7aD5necJ3o",0.543,0.754,0,-6.714,1,0.0639,0.792,0,0.499,0.749,166.175,4,169245,0
"45033","Os Coringas do Flamengo","4rXfZWzgv6L4IoZ23bdkal",0.813,0.955,6,-5.352,1,0.258,0.453,0,0.947,0.621,150.173,4,172153,58
"45038","Coisa Boa","4SBQSroThFQ98U29IwnJ2g",0.692,0.973,11,-1.154,1,0.202,0.516,0,0.071,0.568,100.292,5,165600,65
"45193","BENÉ","4scxVwXhNzYS3Fh68wVPLo",0.831,0.553,10,-7.702,0,0.413,0.0111,0,0.0665,0.595,159.969,4,228949,52
"45200","ME! (feat. Brendon Urie of Panic! At The Disco)","4Sib57MmYGJzSvkW84jTwh",0.614,0.839,0,-4.143,1,0.0702,0.0291,0,0.112,0.657,182.123,4,193040,27
"45224","NASA","4SPu0Ql902hTVXkBoNIYtq",0.737,0.461,6,-6.887,1,0.293,0.447,0,0.268,0.481,75.005,4,182000,57
"45238","bury a friend","4SSnFejRGlZikf02HLewEF",0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,4,193143,85
"45270","Buzz Lightyear","4svcCNuxugwP6wrSnoMIfB",0.524,0.532,11,-11.197,0,0.0688,0.432,0,0.119,0.389,82.883,4,253758,61
"45272","in my head","4T652DlATVHe0jdLKaN3Bw",0.662,0.6,0,-6.402,1,0.0703,0.173,0.000137,0.109,0.331,134.979,4,222947,71
"45278","My Girl","4tbC0eXSu3Bd5gnPoY3YXB",0.655,0.963,6,-5.72,1,0.0599,0.013,0.564,0.0734,0.677,123.998,4,234782,64
"45285","Vou Falar Pra Tu","4Tbzfb4LmjxctKOTPfgWGV",0.964,0.329,5,-0.355,1,0.0922,0.038,0,0.111,0.563,130.01,4,147795,44
"45290","Idiota Favorito","4tGhPwNEdXR7qJNLsvqRqw",0.739,0.768,8,-3.793,1,0.0543,0.48,0,0.332,0.809,153.915,4,180390,62
"45306","Falling","4TnjEaWOeW0eKTKIEvJyCa",0.784,0.43,10,-8.756,0,0.0364,0.123,0,0.0887,0.236,127.087,4,159382,96
"45326","Easier","4tNXntkAzQ5A2dfYRYGIIQ",0.505,0.428,5,-5.604,1,0.221,0.489,0,0.0977,0.618,175.813,4,157493,79
"45334","wish you were gay","4txc3txsIt81diMzGhrVPS",0.853,0.351,7,-10.198,1,0.241,0.39,9.38e-06,0.752,0.282,118.028,4,221543,10
"45346","Bohemian Rhapsody - 2011 Mix","4u7EnebtmKWzUH433cf5Qv",0.414,0.404,0,-9.928,0,0.0499,0.271,0,0.3,0.224,71.105,4,354320,82
"45598","Bem Pior Que Eu - Ao Vivo","4UANYptjv2kpV6IY7IjXoJ",0.671,0.652,0,-4.689,1,0.0403,0.0164,0,0.929,0.404,113.867,4,168172,68
"45911","3 Dias Virado","4uD7ypL7pDmOiMiVX6TCCa",0.823,0.474,2,-9.29,0,0.0503,0.0202,0,0.201,0.833,95.05,4,207158,61
"46123","Morador de Rua - Ao Vivo","4uUoH2xKewbukFqGRGfKXs",0.602,0.82,11,-3.659,1,0.0521,0.556,0,0.909,0.703,131.922,4,151090,1
"46128","Chavinho - Ao Vivo","4UUtExOTBaL40eKOaA1Mz6",0.519,0.284,3,-11.094,1,0.0371,0.86,1.39e-05,0.111,0.543,129.652,4,161002,0
"46147","Mil Anos - Recorded At Mosh Studios, São Paulo","4UUtssVRs2aQTLQCAAtZg1",0.619,0.697,9,-8.037,0,0.0715,0.287,0,0.0788,0.447,135.089,4,189005,76
"46169","Circles","4VginDwYTP2eaHJzO0QMjG",0.704,0.758,0,-3.537,1,0.0402,0.233,0.00144,0.0924,0.534,120.003,4,214907,38
"46176","Medalha de Prata (feat. Maiara & Maraisa) - Ao Vivo","4vKxWENeZqTDREw1ij7Oen",0.632,0.766,5,-5.703,1,0.0831,0.493,0,0.352,0.422,110.164,4,160496,57
"46202","Sunflower - Spider-Man: Into the Spider-Verse","4VqTRBvYg0z8C4nsl4Hupy",0.755,0.522,2,-4.368,1,0.0575,0.533,0,0.0685,0.925,89.96,4,157560,21
"46212","South of the Border (feat. Camila Cabello & Cardi B)","4vUmTMuQqjdnvlZmAH61Qk",0.857,0.621,9,-6.376,0,0.0824,0.148,0,0.0865,0.668,97.986,4,204467,86
"46253","Taki Taki (with Selena Gomez, Ozuna & Cardi B)","4w8niZpiMy6qz1mntFA5uM",0.842,0.801,8,-4.167,0,0.228,0.157,4.82e-06,0.0642,0.617,95.881,4,212500,80
"46385","Cross Me (feat. Chance the Rapper & PnB Rock)","4wuCQX7JvAZLlrcmH4AeZF",0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,4,206187,69
"46388","Só Você","4xc6RrWzEOdprPqYn9Cyen",0.834,0.751,11,-0.787,1,0.117,0.447,0,0.112,0.697,129.935,4,161444,64
"46559","Dois Corações","4xwPOyN9VgaTPehdsLiYul",0.511,0.142,1,-11.271,1,0.0308,0.891,0,0.108,0.222,131.633,4,182993,70
"46837","Casa da Mãe Joana - Ao Vivo","4y17a6dAJ8P1jeZpd2LCrC",0.757,0.684,4,-5.206,0,0.037,0.154,0,0.835,0.626,120.116,4,187444,2
"46889","Sucker","4y3OI86AEP6PQoDE6olYhO",0.842,0.734,1,-5.065,0,0.0588,0.0427,0,0.106,0.952,137.958,4,181040,51
"46987","Paper Rings","4y5bvROuBDPr5fuwXbIBZR",0.811,0.719,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,4,222400,73
"46991","A boba fui eu (Participação especial de Jão) - Ao vivo","4Y9DWmJ0Pbz5QWODRG1YKr",0.71,0.737,8,-5.872,0,0.0454,0.755,0,0.912,0.42,120.956,4,251500,53
"47013","Indomável (Participação especial de Belo)","4YbZBChhX5SkLhNJcvvhuD",0.525,0.562,5,-6.41,0,0.216,0.63,0,0.0867,0.679,100.198,4,213665,69
"47107","Look At Her Now","4yI3HpbSFSgFZtJP2kDe5m",0.563,0.564,10,-7.906,0,0.271,0.114,0.0254,0.304,0.55,154.355,5,162596,64
"47138","dois rios","4YNpbmyD7RQUhyBbu8V3HD",0.672,0.28,11,-14.714,0,0.0286,0.964,0.0157,0.0843,0.312,139.958,4,214054,55
"47139","Take What You Want (feat. Ozzy Osbourne & Travis Scott)","4Yq3XUNfWrAPWuB94qkC09",0.499,0.8,1,-2.665,0,0.0502,0.0906,0,0.147,0.272,139.919,4,229573,25
"47148","Get You The Moon (feat. Snøw)","4ZLzoOkj0MPWrTLvooIuaa",0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,4,179080,86
"47170","Deixa","4zZ2rPOa8itw3VuusVSicv",0.712,0.638,3,-4.551,0,0.181,0.3,0,0.0929,0.887,94.828,4,161684,70
"47231","Rapariga Digital","50Kq6Aw5YuGGewvnMIv5nL",0.885,0.88,11,-2.117,0,0.036,0.299,0,0.115,0.944,123.999,4,168549,55
"47241","Bebida Na Ferida - Ao Vivo","50YbE5MrvSu8Fz6A2dgTZ8",0.605,0.796,1,-5.195,1,0.164,0.735,0,0.842,0.51,126.099,4,199363,64
"47301","Lalala","51Fjme0JiitpyXKuyQiCDo",0.843,0.391,2,-7.899,1,0.0845,0.181,0,0.137,0.496,129.972,4,160627,87
"47431","O Bebê","51HrDv54pSe1IqynORNXBd",0.81,0.749,6,-3.734,0,0.114,0.248,0,0.241,0.795,165.057,4,178099,62
"47556","Circles","51MMC5DogGZAnHil5HQAXg",0.695,0.762,0,-3.497,1,0.0395,0.192,0.00244,0.0863,0.553,120.042,4,215280,29
"47565","IGOR'S THEME","51RN0kzWd7xeR4th5HsEtW",0.467,0.672,10,-7.371,0,0.377,0.00559,0.243,0.607,0.0648,163.1,4,200693,67
"47566","Complicado","52vPpP2gEYaBROIS77J38P",0.734,0.484,7,-7.486,0,0.13,0.57,0,0.224,0.499,130.05,4,179339,72
"47655","Old Town Road","53CJANUxooaqGOtdsBTh7O",0.908,0.517,1,-6.063,1,0.129,0.0361,1.73e-06,0.0949,0.471,136.019,4,113013,23
"47753","Cross Me (feat. Chance the Rapper & PnB Rock)","543bCW2ruMPmxUBWirQ3MR",0.746,0.787,4,-6.373,1,0.12,0.214,0,0.0669,0.607,95.005,4,206187,74
"47766","Swan Song","5600nq7TiBraBX2jobyJ3l",0.588,0.821,5,-6.54,0,0.216,0.00579,0.000275,0.208,0.509,188.098,4,182075,68
"47776","Não Me Sinto Mal Mais","563yuGweEqRVQtjfsDVRyK",0.814,0.665,9,-7.87,1,0.173,0.351,0.00172,0.108,0.326,126.027,4,265356,72
"47816","Pour Over","574kOxVgCcy70oq623rvPE",0.514,0.7,7,-6.827,1,0.0604,0.0021,0.00952,0.386,0.164,176.926,3,213559,66
"47835","Heartless","57vxBYXtHMk6H1aD29V7PU",0.531,0.75,10,-5.831,0,0.111,0.00632,7.6e-05,0.117,0.198,169.954,4,200080,87
"47844","Die For Me (feat. Future & Halsey)","59PYPDxTbqJpiGfyogPb5h",0.614,0.66,0,-2.848,1,0.0441,0.19,0,0.211,0.452,145.01,4,245267,25
"47848","Megamix do Baile","59tSlCFPJFirBx0brfxaRO",0.847,0.847,11,-6.92,0,0.353,0.475,0,0.118,0.741,149.947,4,224368,54
"47850","Tão Linda","59WWulo1LM0njpIkcduCMn",0.877,0.557,9,-9.074,1,0.0911,0.169,0,0.265,0.829,152.874,4,147843,74
"48000","Não Pedi Pra Me Amar - Ao Vivo","59zP5esW1c3mYUgW5aiaZU",0.539,0.757,6,-5.499,0,0.0703,0.254,0,0.731,0.389,119.86,4,167360,51
"48009","Meu talismã","5aayWOEE7u7bxZ3r7dwIrX",0.665,0.805,6,-1.938,1,0.0879,0.186,0,0.289,0.667,85.1,4,165176,71
"48112","Ar-Condicionado No 15 - Ao Vivo","5ac0YTpOaDX9wEYYyGCglL",0.623,0.892,7,-4.128,1,0.089,0.0851,3.86e-06,0.779,0.663,127.787,4,168240,58
"48117","Lights Up","5aJEh9Oqdz7PRLKTpH25pB",0.575,0.621,10,-8.165,0,0.032,0.0392,0.0045,0.141,0.27,101.987,4,172213,66
"48127","Nessa Paz Eu Vou","5auhUONUZksYHPWFUbmwCH",0.703,0.298,4,-11.828,1,0.0581,0.563,0,0.0994,0.418,132.811,4,212467,50
"48133","Hit Contagiante - Remix","5bHx1IT5vfbM067r9p0S0P",0.823,0.692,6,-7.005,0,0.0863,0.123,0,0.0444,0.908,170.07,4,138182,22
"48153","Bebo Litro - Ao Vivo","5bp0iH4hXKrvwxi64oDGon",0.596,0.835,0,-2.886,1,0.087,0.483,0,0.349,0.689,138.801,4,148331,0
"48265","Grupo bom","5bQ1HaDRZpOjq2etsPfu3O",0.795,0.474,1,-7.989,0,0.0439,0.704,0,0.107,0.682,121.913,4,179426,49
"48371","GIANTS","5C0ivQMxes2lWuOANhvVAm",0.642,0.683,1,-5.386,1,0.262,0.0834,0,0.155,0.584,154.881,4,191720,72
"48376","LEAL","5cEZdqWwTQbQ5mfiZJpzps",0.545,0.498,11,-6,0,0.342,0.0835,0,0.128,0.548,87.17,4,212651,67
"48457","Mágica - Ao Vivo","5cN5ZOVcYBl4Lnq50Zeqsx",0.568,0.698,1,-5.438,1,0.0727,0.629,0,0.0999,0.534,121.663,4,161598,71
"48742","Hit Contagiante","5dKesZwp6deuhEeW8F1UEi",0.819,0.684,6,-7.169,0,0.119,0.132,0,0.0942,0.959,170.187,4,137125,78
"48876","It's You","5DqdesEfbRyOlSS3Tf6c29",0.732,0.463,11,-6.972,0,0.0287,0.374,0,0.194,0.397,95.971,4,212607,87
"48886","Você Não Ama Ninguém","5e0CF6LhfPARWyiu4eFohr",0.618,0.712,2,-6.316,1,0.048,0.158,0,0.158,0.265,127.949,4,292500,68
"49050","Atrasadinha - Ao Vivo","5EKHbW7mXcAR4hCyS3YXjb",0.676,0.844,7,-3.396,1,0.109,0.498,0,0.866,0.716,159.969,4,172767,69
"49415","Cem Mil - Ao Vivo","5eMmT4Ava5BGThju0AD8vQ",0.901,0.819,0,-1.874,1,0.051,0.309,0,0.701,0.924,129.935,4,203740,69
"49780","Surtada - Remix Brega Funk","5F8ffc8KWKNawllr5WsW0r",0.832,0.55,5,-7.026,0,0.0587,0.249,8.17e-06,0.182,0.881,154.064,4,152784,80
"49873","Paredão","5FFpRbsH9WDYNoLauRAHpj",0.744,0.794,6,-4.409,0,0.0836,0.293,0.00207,0.0994,0.717,90.07,4,133333,78
"49882","Indecente","5FOCkGt7bp22nBVfQ4WSIT",0.874,0.602,7,-5.118,1,0.127,0.16,0.000842,0.096,0.587,127.997,4,205188,60
"49914","Serenata - Ao Vivo","5fY9bVl1Wj4PIM3wnduWop",0.711,0.711,4,-5.691,1,0.0896,0.103,0,0.971,0.743,131.813,4,156371,77
"50143","Olha Pro Oclin","5G3NKZf1Gqs7dQnY4Miliy",0.901,0.484,5,-11.169,0,0.117,0.0367,2.25e-05,0.198,0.766,130.02,4,221490,66
"50164","Namorada Reserva - Ao Vivo","5GHA824FwkHeBl5u1T6kLj",0.778,0.734,4,-5.419,0,0.04,0.494,0,0.451,0.719,124.006,4,176576,70
"50323","DEUS E O DIABO NA TERRA DO SOL","5gInTGvfEUi29l5mqLgd1m",0.718,0.542,0,-6.872,1,0.361,0.0247,0,0.173,0.415,153.982,4,387371,55
"50331","Flash Pose","5GsJcnO3rgpZFOrzL2EISO",0.773,0.859,1,-4.516,1,0.216,0.0226,0.000251,0.342,0.432,124.017,4,152932,63
"50360","quando a bad bater - ao vivo","5gvrBqNFFEWcxYPt3mamvJ",0.648,0.789,1,-4.767,1,0.0414,0.304,0,0.532,0.53,128.124,4,179722,64
"50491","Acabou Acabou (Quando Eu Digo Que Acabou) - Ao Vivo","5hJJOWPZtBq15zVfWWM8lZ",0.659,0.935,11,-2.616,1,0.0845,0.429,0,0.365,0.705,101.978,4,191061,55
"50565","Mikrokosmos","5hnbE5BF2e8BCk9OMR1UVC",0.58,0.858,8,-5.212,1,0.114,0.125,0,0.0502,0.475,174.039,3,224225,73
"50569","False God","5hQSXkFgbxjZo9uCwd11so",0.739,0.32,11,-10.862,0,0.239,0.736,0.000147,0.111,0.351,79.97,4,200307,70
"50570","EARFQUAKE","5hVghJ4KaYES3BFUATCYn0",0.554,0.498,9,-8.866,1,0.0685,0.23,5.98e-06,0.795,0.413,79.635,4,190067,83
"50579","Here With Me","5icOoE6VgqFKohjWWNp0Ac",0.791,0.565,5,-3.933,0,0.0439,0.0623,0,0.156,0.181,99.961,4,156347,81
"50585","Canyon Moon","5IhzJOXNE7ki0IIJbZbnGq",0.603,0.621,2,-7.14,1,0.0267,0.328,3.49e-05,0.119,0.7,94.023,4,189787,74
"50586","Giant (with Rag'n'Bone Man)","5itOtNx0WxtJmi1TQ3RuRd",0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,4,229184,80
"50655","Calma - Remix","5iwz1NiezX7WWjnCgY5TH4",0.826,0.773,11,-4.218,0,0.0524,0.323,0,0.143,0.761,126.899,4,238200,83
"50843","Music To My Eyes","5IXk9TVBuxG87sFrwclBJw",0.625,0.356,2,-9.044,1,0.0319,0.392,0.00129,0.1,0.325,114.805,3,199200,60
"50846","Jenifer","5ixqGGFu0hdHfErdp32QwT",0.768,0.934,8,-2.533,1,0.0453,0.22,1.73e-06,0.0854,0.916,160.108,4,160640,59
"50877","Quem Não Presta É Eu - Ao Vivo","5IY2enDZLjT1HjOJx6btF8",0.73,0.94,11,-2.169,0,0.295,0.248,0,0.933,0.864,155.92,4,145685,55
"50878","To Be So Lonely","5JiH89mHrv9oWHlD0T326z",0.758,0.436,0,-7.269,1,0.0418,0.618,1.61e-05,0.335,0.605,104.959,4,192080,77
"50879","Malokera (feat. Ludmilla, Ty Dolla $ign)","5JlaPIRxVrZ6ZjJ8IZzSEk",0.936,0.829,5,-4.124,1,0.291,0.151,0,0.162,0.622,131.013,4,194198,57
"50903","Pro Nosso Bem - Ao Vivo","5JZufG8AcnMvCOeFoMFExv",0.475,0.855,9,-3.036,1,0.306,0.307,0,0.921,0.623,165.141,4,194219,56
"51094","Boy With Luv (feat. Halsey)","5KawlOMHjWeUjQtnuRs22c",0.645,0.862,11,-4.757,0,0.0965,0.0923,0,0.192,0.798,119.991,4,229773,83
"51160","Bebeu, Lembrou - Ao Vivo","5kmxwo1fwzwavHqJ3UzbP8",0.628,0.81,11,-5.316,1,0.0602,0.399,0,0.699,0.838,123.873,4,145304,51
"51167","Pra você acreditar - Ao vivo","5KNi9XFap48ry4puG7rvqv",0.486,0.734,1,-6.356,0,0.0423,0.658,0,0.965,0.639,145.842,4,203895,64
"51349","Bounce Back","5KPKjcE2trO2hBWRzkb2Mo",0.781,0.854,10,-4.115,0,0.074,0.0263,0.000216,0.344,0.41,103.021,4,160552,66
"51350","Luxúria","5kuUOpHZlZjL8b7HXkxRsm",0.737,0.564,7,-8.293,1,0.316,0.301,0,0.0985,0.684,140.075,4,185311,68
"51491","Derreter a Aliança - Ao Vivo","5LrxVF7fpZZdbB7zy6MnIg",0.682,0.904,11,-3.679,1,0.0779,0.53,0,0.206,0.775,132.89,4,189669,61
"51501","Praia do Rosa - Acústico","5lYKob6hewwt3dcy5kWMfF",0.57,0.595,9,-8.797,0,0.216,0.273,0,0.151,0.779,90.653,4,256524,68
"51833","Oi Nego (Não Vai Dar Parte 3)","5M78WUOq5AjcDfLoj9yi6a",0.738,0.779,10,-5.055,0,0.0439,0.238,0,0.0841,0.92,136.977,4,170517,53
"51879","Aperte O Play - Ao Vivo","5M8qHiAV6b0jo3phlyhxcR",0.547,0.898,11,-3.009,0,0.129,0.739,6.23e-06,0.929,0.522,92.869,4,201669,61
"52068","Tiro Certo - Ao Vivo","5MArTXEVyKBwoodjdy04fk",0.71,0.905,5,-5.146,1,0.0716,0.557,1.31e-06,0.709,0.688,130.046,4,179065,63
"52178","Surto De Amor - Ao Vivo Em Uberlândia / 2018","5mFn4teAi2HMi7kRHliyFL",0.462,0.669,5,-4.19,1,0.0654,0.516,0,0.119,0.559,175.836,3,157202,56
"52357","Péssimo Negócio (Ao Vivo)","5MMrkwK6AgNAsgHVdC7daZ",0.538,0.651,10,-5.805,1,0.0336,0.801,0,0.948,0.544,148.03,4,201378,66
"52691","Promises (with Sam Smith)","5N5k9nd479b1xpDZ4usjrg",0.781,0.768,11,-5.991,1,0.0394,0.0119,4.91e-06,0.325,0.486,123.07,4,213309,82
"52714","Relógio Parado (Ao Vivo)","5n8Y78Pl5q8lqS7sJP61qw",0.741,0.943,1,-1.401,1,0.0456,0.0486,0,0.965,0.725,124.984,4,180736,77
"52790","Harleys In Hawaii","5nCthAh3jt4xKuLJAifAaR",0.722,0.757,10,-6.207,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,4,185815,75
"52803","Chorar pra Quê","5NOO7qygc1MqwVqP5sR92a",0.691,0.716,8,-2.097,1,0.443,0.443,0,0.236,0.776,99.324,4,202162,50
"52805","Me Solta","5nqehpNGoRAz4wUFK3wT9k",0.66,0.958,9,-5.406,1,0.239,0.191,0,0.125,0.484,144.64,4,161096,54
"52806","10 Anos - Ao Vivo","5ohqhIfOYly0ijyCos7Q6x",0.688,0.88,2,-2.007,1,0.0855,0.0181,0,0.396,0.682,163.087,4,212008,59
"52843","Without Me","5p7ujcrUXASCNwRaWNHR1C",0.752,0.488,6,-7.05,1,0.0705,0.297,9.11e-06,0.0936,0.533,136.041,4,201661,84
"53060","Perrengue - Ao Vivo","5pddmkNwatcLOEqDqj7xEp",0.826,0.866,0,-1.517,1,0.0355,0.332,0,0.665,0.909,123.11,4,211483,68
"53123","Lençol Dobrado","5pRGXCDY0eT6R1QicAn7Uk",0.707,0.664,2,-5.042,1,0.0382,0.361,0,0.331,0.674,124.991,4,179165,42
"53307","Never Really Over","5PYQUBXc7NYeI1obMKSJK0",0.77,0.882,8,-4.792,1,0.0602,0.194,0,0.316,0.385,99.991,4,223523,84
"53355","Quarta Cadeira - Ao Vivo","5q0NlM6Pm8Pp3orq7zGiRn",0.565,0.82,5,-5.031,0,0.243,0.589,0,0.621,0.604,76.471,4,224002,77
"53640","Trincadinho - Ao Vivo","5qjMyKkmosPBws5cImS9Zz",0.711,0.792,11,-3.823,1,0.0542,0.449,0,0.44,0.845,124.868,4,140443,64
"53735","Quero Ser Feliz Também - Ao Vivo","5qLTGDTTIHxxIU835qJWfT",0.755,0.55,8,-7.402,0,0.0265,0.427,0,0.697,0.757,91.96,4,214613,68
"53785","Poquito","5qm2otRZaeZaqdLVVohUjq",0.701,0.852,0,-4.03,1,0.126,0.509,0,0.309,0.607,144.837,4,175671,59
"53815","Bebi Minha Bicicleta (Coração Falido) - Ao Vivo","5qMnAsvgTfHMd5KQpzpnA1",0.57,0.889,0,-3.813,1,0.206,0.456,0,0.651,0.426,97.421,4,179100,79
"53821","Truth Hurts","5qmq61DAAOUaW8AUo8xKhh",0.715,0.624,4,-3.046,0,0.114,0.11,0,0.123,0.412,158.087,4,173325,79
"53843","Wonderwall - Remastered","5qqabIl2vWzo9ApSC317sa",0.378,0.896,2,-4.066,1,0.0407,0.000452,0,0.194,0.469,174.302,4,258773,77
"53880","Ousado Amor","5qyFts6geTWeNbMeYQcPai",0.37,0.553,3,-6.112,0,0.0294,0.057,1.84e-06,0.0917,0.114,110.657,4,333903,66
"53881","Corre Pro Meu Mar","5r0x87jwTbkVjA3FQNOykz",0.576,0.399,11,-12.865,1,0.0354,0.584,1.26e-05,0.136,0.405,91.997,4,204800,56
"53882","Brisa","5rNNZ6fVYxkhwqUfImVhU1",0.693,0.822,8,-2.478,1,0.259,0.459,0,0.261,0.791,159.663,4,151500,72
"54138","Amor Da Sua Cama","5rq31V6YJVklhB7HxXn9I8",0.608,0.694,7,-6.859,1,0.199,0.304,0,0.157,0.628,168.136,4,188309,64
"54173","Vem amor","5rRi4RW8F99U24EAS2Cdte",0.62,0.704,7,-2.182,1,0.226,0.133,0,0.135,0.689,86.453,5,132000,55
"54241","Malemolência","5rwdmpN5eMWIIwK4R96vv1",0.829,0.64,6,-5.537,0,0.231,0.553,0.000214,0.131,0.848,160.025,4,135053,71
